round_number,train_loss,train_accuracy,eval_loss,eval_accuracy,fit_duration_sec,network_delay_sec,comm_bytes_up,comm_bytes_down,num_clients
1,,,1.7650355306625367,0.3668,132.8448264089966,0.022511999999999994,14070000,14070000,6
2,,,1.5020918939590455,0.4571,130.59092871499888,0.022511999999999994,14070000,14070000,6
3,,,1.375381594657898,0.5001,130.60813024199888,0.022511999999999994,14070000,14070000,6
4,,,1.2838541898727418,0.537,132.32305023400113,0.022511999999999994,14070000,14070000,6
5,,,1.1913875909805298,0.5774,131.1844603060017,0.022511999999999994,14070000,14070000,6
6,,,1.1040158473968507,0.608,130.62866164700245,0.022511999999999994,14070000,14070000,6
7,,,1.0366058460235597,0.6419,130.49489158199867,0.022511999999999994,14070000,14070000,6
8,,,0.9848522753715515,0.6609,131.86444066799595,0.022511999999999994,14070000,14070000,6
9,,,0.9466089965820312,0.6721,131.33303948300454,0.022511999999999994,14070000,14070000,6
10,,,0.9043493594169617,0.686,131.85627234399726,0.022511999999999994,14070000,14070000,6
