round_number,train_loss,train_accuracy,eval_loss,eval_accuracy,fit_duration_sec,network_delay_sec,comm_bytes_up,comm_bytes_down,num_clients
1,,,1.7811877710342408,0.36,,,14070000,14070000,6
2,,,1.5134315336227417,0.4514,,,14070000,14070000,6
3,,,1.4063027423858643,0.4849,,,14070000,14070000,6
4,,,1.32326305809021,0.5213,,,14070000,14070000,6
5,,,1.234692572593689,0.5573,,,14070000,14070000,6
6,,,1.1579344598770143,0.5911,,,14070000,14070000,6
7,,,1.0844044723510742,0.6177,,,14070000,14070000,6
8,,,1.0172276849746704,0.647,,,14070000,14070000,6
9,,,0.9663014452934265,0.6632,,,14070000,14070000,6
10,,,0.9313901849746704,0.6761,,,14070000,14070000,6
