round_number,train_loss,train_accuracy,eval_loss,eval_accuracy,fit_duration_sec,network_delay_sec,comm_bytes_up,comm_bytes_down,num_clients
1,,,1.7801780897140502,0.3586,137.3945362480008,0.022511999999999994,14070000,14070000,6
2,,,1.5182065013885497,0.4502,136.3672097180097,0.022511999999999994,14070000,14070000,6
3,,,1.3963995323181153,0.4989,137.20308997499524,0.022511999999999994,14070000,14070000,6
4,,,1.3076700630187987,0.5328,137.57786080398364,0.022511999999999994,14070000,14070000,6
5,,,1.2210908237457276,0.568,136.23959225200815,0.022511999999999994,14070000,14070000,6
6,,,1.1612545793533324,0.588,135.65186394000193,0.022511999999999994,14070000,14070000,6
7,,,1.0892546722412109,0.6218,134.0326557639928,0.022511999999999994,14070000,14070000,6
8,,,1.015214210510254,0.6438,134.14138844999252,0.022511999999999994,14070000,14070000,6
9,,,0.9717559787750244,0.6553,134.29908219800564,0.022511999999999994,14070000,14070000,6
10,,,0.9479709896087647,0.6668,133.23072087200126,0.022511999999999994,14070000,14070000,6
