round_number,train_loss,train_accuracy,eval_loss,eval_accuracy,fit_duration_sec,network_delay_sec,comm_bytes_up,comm_bytes_down,num_clients
1,,,1.7801780897140502,0.3586,133.5757173729944,0.022511999999999994,14070000,14070000,6
2,,,1.5182065013885497,0.4502,128.55790227500256,0.022511999999999994,14070000,14070000,6
3,,,1.3963995323181153,0.4989,130.86366647700197,0.022511999999999994,14070000,14070000,6
4,,,1.3076700630187987,0.5328,128.9155107839906,0.022511999999999994,14070000,14070000,6
5,,,1.2210908237457276,0.568,131.00079971400555,0.022511999999999994,14070000,14070000,6
6,,,1.1612545793533324,0.588,128.051282239001,0.022511999999999994,14070000,14070000,6
7,,,1.0892546722412109,0.6218,130.6296761709964,0.022511999999999994,14070000,14070000,6
8,,,1.015214210510254,0.6438,128.20159625899396,0.022511999999999994,14070000,14070000,6
9,,,0.9717559787750244,0.6553,128.58321972101112,0.022511999999999994,14070000,14070000,6
10,,,0.9479709896087647,0.6668,130.44312754101702,0.022511999999999994,14070000,14070000,6
