round_number,train_loss,train_accuracy,eval_loss,eval_accuracy,fit_duration_sec,network_delay_sec,comm_bytes_up,comm_bytes_down,num_clients
1,,,0.07812003859598189,0.9761,,,39920880,39920880,6
2,,,0.04479623088433873,0.9851,,,39920880,39920880,6
3,,,0.03492132153371931,0.9875,,,39920880,39920880,6
4,,,0.0304227050937945,0.9885,,,39920880,39920880,6
5,,,0.02782061343351088,0.9895,,,39920880,39920880,6
6,,,0.025861650963150896,0.9908,,,39920880,39920880,6
7,,,0.024317156879286633,0.992,,,39920880,39920880,6
8,,,0.023156830900073692,0.9922,,,39920880,39920880,6
9,,,0.022102358716644812,0.9933,,,39920880,39920880,6
10,,,0.02121320759288792,0.9933,,,39920880,39920880,6
