round_number,train_loss,train_accuracy,eval_loss,eval_accuracy,fit_duration_sec,network_delay_sec,comm_bytes_up,comm_bytes_down,num_clients
1,2.0784279357726962,,1.779831279373169,0.3434,,,,,6
2,1.751902810509205,,1.4958549104690555,0.4612,,,,,6
3,1.5956083111858368,,1.3686332038879394,0.5045,,,,,6
4,1.500583154900074,,1.279423532295227,0.5447,,,,,6
5,1.4157804554104805,,1.2021759815216064,0.5790999999999998,,,,,6
6,1.3402126370990277,,1.1354241806030274,0.6019,,,,,6
7,1.2745518763995172,,1.0453335259437562,0.6324999999999998,,,,,6
8,1.208617779147625,,0.9987639163970947,0.6515,,,,,6
9,1.1634836805129052,,0.9618818346977234,0.6613,,,,,6
10,1.114065809082985,,0.9188784184455872,0.6823,,,,,6
