round_number,train_loss,train_accuracy,eval_loss,eval_accuracy,fit_duration_sec,network_delay_sec,comm_bytes_up,comm_bytes_down,num_clients
1,,,1.7307987194061278,0.3819,,,14070000,14070000,6
2,,,1.4857917947769166,0.4569,,,14070000,14070000,6
3,,,1.376002297592163,0.4966,,,14070000,14070000,6
4,,,1.285344147491455,0.5312,,,14070000,14070000,6
5,,,1.21019927444458,0.5642,,,14070000,14070000,6
6,,,1.1241581567764283,0.6013,,,14070000,14070000,6
7,,,1.0565411234855653,0.6275,,,14070000,14070000,6
8,,,1.0035606059074402,0.6507,,,14070000,14070000,6
9,,,0.9494714577674865,0.6649,,,14070000,14070000,6
10,,,0.9136173457145691,0.6788,,,14070000,14070000,6
