round_number,train_loss,train_accuracy,eval_loss,eval_accuracy,fit_duration_sec,network_delay_sec,comm_bytes_up,comm_bytes_down,num_clients
1,,,1.743402548789978,0.3782,139.31145461599954,0.022511999999999994,14070000,14070000,6
2,,,1.4915001890182495,0.4547,138.96736759300256,0.022511999999999994,14070000,14070000,6
3,,,1.350938657951355,0.5109,137.12467762600136,0.022511999999999994,14070000,14070000,6
4,,,1.280214610862732,0.5414,138.10580741800368,0.022511999999999994,14070000,14070000,6
5,,,1.2314066749572754,0.5685,138.35958645799838,0.022511999999999994,14070000,14070000,6
6,,,1.1432409744262695,0.597,137.4570293009965,0.022511999999999994,14070000,14070000,6
7,,,1.0567784606933595,0.6334,135.13726137400226,0.022511999999999994,14070000,14070000,6
8,,,0.9959429575920105,0.6514,138.3606723549965,0.022511999999999994,14070000,14070000,6
9,,,0.9525287055969238,0.6664,137.21984802099905,0.022511999999999994,14070000,14070000,6
10,,,0.9087685299873351,0.6809,138.42659067799832,0.022511999999999994,14070000,14070000,6
