round_number,train_loss,train_accuracy,eval_loss,eval_accuracy,fit_duration_sec,network_delay_sec,comm_bytes_up,comm_bytes_down,num_clients
1,,,0.07679819814264774,0.9758,170.11894830001984,0.06387340799999998,39920880,39920880,6
2,,,0.04491693467870354,0.9849,169.02852368800086,0.06387340799999998,39920880,39920880,6
3,,,0.03470120060117915,0.9879,169.19470016501145,0.06387340799999998,39920880,39920880,6
4,,,0.02741191784669645,0.9898,169.4052393779857,0.06387340799999998,39920880,39920880,6
5,,,0.02636303300186992,0.9906,169.45031454999116,0.06387340799999998,39920880,39920880,6
6,,,0.024134864858479706,0.9911,169.57984611397842,0.06387340799999998,39920880,39920880,6
7,,,0.022497327957767994,0.9918,169.65040905500064,0.06387340799999998,39920880,39920880,6
8,,,0.021476323434745426,0.992,169.36935933999484,0.06387340799999998,39920880,39920880,6
9,,,0.020746057446213672,0.9924,169.2428915979981,0.06387340799999998,39920880,39920880,6
10,,,0.020786961114488075,0.9922,170.03268327901606,0.06387340799999998,39920880,39920880,6
