round_number,train_loss,train_accuracy,eval_loss,eval_accuracy,fit_duration_sec,network_delay_sec,comm_bytes_up,comm_bytes_down,num_clients
1,,,0.07679819940775633,0.9758,,,39920880,39920880,6
2,,,0.04504242105893791,0.9844,,,39920880,39920880,6
3,,,0.035010302942967975,0.9876,,,39920880,39920880,6
4,,,0.029153446627163793,0.9891,,,39920880,39920880,6
5,,,0.026372031734357006,0.9899,,,39920880,39920880,6
6,,,0.024833789738148336,0.9906,,,39920880,39920880,6
7,,,0.02364013797439984,0.991,,,39920880,39920880,6
8,,,0.02290522184316651,0.9916,,,39920880,39920880,6
9,,,0.02225152613453538,0.9915,,,39920880,39920880,6
10,,,0.02231590079574089,0.9915,,,39920880,39920880,6
